record_id,source,source_record_id,event_date,industry,report_type,event_type,description,what_went_wrong,corrective_action,cause,causal_factors,hazard,activity,location,equipment,worker_involvement,worker_exposure,injury_type,severity,hospitalization,amputation,loss_of_eye,fatality,high_potential,energy_vector,barrier_status,barrier_failure,life_saving_rule,sif_label,sif_label_source,data_quality,provenance
OSHA-2015010532,OSHA,2015010532,1/16/2015,237130,Severe Injury,"Struck by object or equipment, unspecified",Employee was struck by a PVC pipe while installing an underground television cable.,,,"Struck by object or equipment, unspecified","Plastic, PVC, or rubber pipes and tubing","Traumatic injuries and disorders, unspecified",,"COLUMBUS, GEORGIA","Plastic, PVC, or rubber pipes and tubing",YES,YES,"Traumatic injuries and disorders, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010533,OSHA,2015010533,1/16/2015,238310,Severe Injury,Other fall to lower level 11 to 15 feet ,"An employee was working from a 12-foot step ladder that was folded and placed on top of an air handler. The top of the ladder was leaning against a wall. As the employee stood on the ladder finishing a wall inside a mechanical room, the ladder slid away from the wall and the employee fell to the ground. The employee suffered a left broken leg above the ankle and a broken right little finger.  The employee was admitted to University Medical Center in Jackson, Mississippi.",,,Other fall to lower level 11 to 15 feet ,Step ladders,Fractures,,"FOREST, MISSISSIPPI",Step ladders,YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010534,OSHA,2015010534,1/16/2015,237110,Severe Injury,"Struck by swinging or slipping object, other than handheld, n.e.c.","Worker was in a trench and was injured when an operator moved the trench box. The spreader bar on the trench box struck the worker in the back, cracking his vertebra. The worker was hospitalized one night.",,,"Struck by swinging or slipping object, other than handheld, n.e.c.","Parts and materials, n.e.c.",Fractures,,"GODDARD, KANSAS","Parts and materials, n.e.c.",YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010535,OSHA,2015010535,1/16/2015,237310,Severe Injury,"Other fall to lower level, unspecified","Employee was on top of a hot oil tanker trailer attempting to remove the lid to fill the tanker. The lid was stuck due to sitting for a couple of weeks because of inclement weather.  The fall protection cage provided at the fill location did not fit the tanker trailer properly, leaving a gap large enough for the employee to fall beneath the cage. When the lid came loose, the employee fell from the top of the tanker trailer, under the fall protection cage, to the ground. The employee dislocated a shoulder, broke two to three ribs, and received contusions.",,,"Other fall to lower level, unspecified","Semi, tractor-trailer, tanker truck","Multiple traumatic injuries and disorders, n.e.c.",,"CHANNELVIEW, TEXAS","Semi, tractor-trailer, tanker truck",YES,YES,"Multiple traumatic injuries and disorders, n.e.c.",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010536,OSHA,2015010536,1/16/2015,321211,Severe Injury,Nonclassifiable,An employee damaged tendons in two fingers and was admitted to the hospital.,,,Nonclassifiable,Nonclassifiable,"Traumatic injuries to muscles, tendons, ligaments, joints, etc., unspecified",,"DARLINGTON, PENNSYLVANIA",Nonclassifiable,YES,YES,"Traumatic injuries to muscles, tendons, ligaments, joints, etc., unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010537,OSHA,2015010537,1/16/2015,238160,Severe Injury,"Other fall to lower level, unspecified",Employee fell from ladder when coming down the roof and broke his hands and neck.,,,"Other fall to lower level, unspecified","Ladders, unspecified",Fractures,,"TAMARAC, FLORIDA","Ladders, unspecified",YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010538,OSHA,2015010538,1/16/2015,238350,Severe Injury,Compressed or pinched by shifting objects or equipment,Two employees were installing a murphy bed when the lifting mechanism snapped.  One employee suffered a severe laceration to a thumb and was hospitalized for two days to reattach the finger.,,,Compressed or pinched by shifting objects or equipment,"Fasteners, n.e.c.","Cuts, lacerations",,"SCITUATE, MASSACHUSETTS","Fasteners, n.e.c.",YES,YES,"Cuts, lacerations",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010539,OSHA,2015010539,1/16/2015,531110,Severe Injury,"Caught in running equipment or machinery, n.e.c.",Employee was performing a garage audit. The garage door wasn't closing properly due to a chain malfunction. Employee's finger was caught in the door bin.,,,"Caught in running equipment or machinery, n.e.c.",Garage doors,Amputations,,"OMAHA, NEBRASKA",Garage doors,YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010540,OSHA,2015010540,1/16/2015,424410,Severe Injury,"Caught in running equipment or machinery during maintenance, cleaning ",Employee amputated the fourth finger on his left hand when it was caught between a rotating belt and pulley. He was attempting to tighten a bolt on the motor of a cooling unit. The rotating belt and pulley was located in the center of the roof of the cooling unit.,,,"Caught in running equipment or machinery during maintenance, cleaning ",Air conditioning units,Amputations,,"HOUSTON, TEXAS",Air conditioning units,YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010541,OSHA,2015010541,1/16/2015,213112,Severe Injury,"Ignition of vapors, gases, or liquids",Two employees were burned when a bubble tower exploded creating a flash fire during maintenance work on a well site.,,,"Ignition of vapors, gases, or liquids","Coal, natural gas, petroleum fuels and products, unspecified","Heat (thermal) burns, unspecified",,"STANLEY, NORTH DAKOTA","Coal, natural gas, petroleum fuels and products, unspecified",YES,YES,"Heat (thermal) burns, unspecified",Severe Injury,2.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Thermal,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010542,OSHA,2015010542,1/16/2015,561730,Severe Injury,Injured by slipping or swinging object held by injured worker,"Employee was using a Stihl chainsaw to flush cut a tree stump when it kicked back and cut his leg, requiring hospitalization and surgery.",,,Injured by slipping or swinging object held by injured worker,Chainsaws-powered,"Cuts, lacerations",,"CHURCHVILLE, PENNSYLVANIA",Chainsaws-powered,YES,YES,"Cuts, lacerations",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010543,OSHA,2015010543,1/16/2015,236220,Severe Injury,Fall through surface or existing opening 21 to 25 feet ,"The worker was taking photos of the project from the roof, when he stepped back and fell through a sky light. He fell 22 feet to the concrete floor below.",,,Fall through surface or existing opening 21 to 25 feet ,Skylights,"Traumatic injuries and disorders, unspecified",,"RICHWOOD, TEXAS",Skylights,YES,YES,"Traumatic injuries and disorders, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010544,OSHA,2015010544,1/16/2015,238130,Severe Injury,Other fall to lower level 26 to 30 feet,An employee fell approximately 26 feet while working on a scissor lift.,,,Other fall to lower level 26 to 30 feet,"Aerial lifts, scissor lifts-except truck-mounted","Traumatic injuries and disorders, unspecified",,"DAHLONEGA, GEORGIA","Aerial lifts, scissor lifts-except truck-mounted",YES,YES,"Traumatic injuries and disorders, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010545,OSHA,2015010545,1/16/2015,236115,Severe Injury,Struck by falling part of powered vehicle still attached,An employee was assisting the truck driver to clear small amounts of cement left in the vehicle when the rear  chute came down on the employee's left middle finger amputating the tip.  The employee was taken to hospital and the fingertip was reattached.,,,Struck by falling part of powered vehicle still attached,Chutes,Amputations,,"SEWAREN, NEW JERSEY",Chutes,YES,YES,Amputations,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010546,OSHA,2015010546,1/16/2015,321992,Severe Injury,Struck by object falling from vehicle or machinery-other than vehicle part,"Employee was moving a wall while using a crane. One end of the wall fell and broke the employee's arm.  Surgery was performed, and the employee was hospitalized post-surgery.",,,Struck by object falling from vehicle or machinery-other than vehicle part,Walls,Fractures,,"LYNN, ALABAMA",Walls,YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010548,OSHA,2015010548,1/16/2015,237130,Severe Injury,"Struck by falling object or equipment, n.e.c.",The rope broke while a new cross arm was being installed on an electrical power pole. An employee walking under the rope was struck by the falling arm.,,,"Struck by falling object or equipment, n.e.c.","Electric parts, n.e.c.","Traumatic injuries and disorders, unspecified",,"CROSBY, MISSISSIPPI","Electric parts, n.e.c.",YES,YES,"Traumatic injuries and disorders, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010549,OSHA,2015010549,1/16/2015,622110,Severe Injury,Other fall to lower level less than 6 feet,"At approximately 9:00 p.m. on 1/16/15, an employee leaving work outside the building stepped down from the curb and broke her leg in two places. The employee was taken to the hospital where she had emergency surgery. The employee was released two days later on 1/18/15.",,,Other fall to lower level less than 6 feet,Curbs,Fractures,,"HAZEL CREST, ILLINOIS",Curbs,YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010551,OSHA,2015010551,1/16/2015,921190,Severe Injury,"Other exertions or bodily reactions, unspecified",Employee dislocated a knee during a weapons training exercise.,,,"Other exertions or bodily reactions, unspecified","Bodily motion or position of injured, ill worker","Dislocations, unspecified",,"BRUNSWICK, GEORGIA","Bodily motion or position of injured, ill worker",YES,YES,"Dislocations, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010013,OSHA,2015010013,1/17/2015,623110,Severe Injury,"Fall, slip, trip, unspecified ",An employee was admitted to the hospital after being injured as the result of a fall.,,,"Fall, slip, trip, unspecified ",Nonclassifiable,"Traumatic injuries and disorders, unspecified",,"STOUGHTON, MASSACHUSETTS",Nonclassifiable,YES,YES,"Traumatic injuries and disorders, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010014,OSHA,2015010014,1/17/2015,332991,Severe Injury,"Caught in running equipment or machinery during maintenance, cleaning ","On or about January 17, 2015 an employee suffered an amputation injury while unjamming a part stuck in a CNC machine.",,,"Caught in running equipment or machinery during maintenance, cleaning ","Metal, woodworking, and special material machinery, unspecified",Amputations,,"MACOMB, ILLINOIS","Metal, woodworking, and special material machinery, unspecified",YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010187,OSHA,2015010187,1/17/2015,311412,Severe Injury,"Nonroadway noncollision incident, n.e.c.","On or about 1/17/2015, an employee was struck by a forklift, resulting in fractures to both legs. The employee was subsequently hospitalized for these injuries.",,,"Nonroadway noncollision incident, n.e.c.","Industrial vehicle, material hauling and transport-powered, unspecified",Fractures,,"ELK GROVE VILLAGE, ILLINOIS","Industrial vehicle, material hauling and transport-powered, unspecified",YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010189,OSHA,2015010189,1/17/2015,445110,Severe Injury,"Pedestrian struck by vehicle in nonroadway area, unspecified",Employee was struck by a moving vehicle while assisting a customer in the Publix Supermarket.,,,"Pedestrian struck by vehicle in nonroadway area, unspecified","Highway vehicle, motorized, unspecified","Traumatic injuries and disorders, unspecified",,"CORAL SPRINGS, FLORIDA","Highway vehicle, motorized, unspecified",YES,YES,"Traumatic injuries and disorders, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010191,OSHA,2015010191,1/17/2015,623311,Severe Injury,"Struck by falling object or equipment, n.e.c.","On January 17, 2015, an employee was exposed to a sharp hazard when a meat thermometer was caught in mid-air and went into the employee's hand.  Employee had to have inpatient ligament  surgery on January 19, 2015, due to the injury.",,,"Struck by falling object or equipment, n.e.c.","Measuring handtools, n.e.c.","Traumatic injuries to muscles, tendons, ligaments, joints, etc., unspecified",,"HANOVER, NEW HAMPSHIRE","Measuring handtools, n.e.c.",YES,YES,"Traumatic injuries to muscles, tendons, ligaments, joints, etc., unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
